2918	8322
305	16699
461	2490
81	5240
892	14565
122	5173
441	9449
1331	8367
518	12078
2372	6067
71	2488
1116	8294
2225	10133
3111	8676
2993	12004
593	9700
96	8320
459	13658
88	13660
445	3106
568	1949
480	15531
444	15386
601	344
121	14914
424	6377
108	415
2453	11242
683	8523
92	16278
2475	13001
120	4726
1230	13112
131	10269
1437	2052
451	14808
430	4744
613	6610
2772	7860
114	11095
1994	12989
1888	12481
919	14981
1339	1904
2150	10392
96	11790
175	4323
2788	12135
81	14972
1373	8076
497	14903
97	5886
898	680
68	15324
1322	7354
520	7673
998	1610
2055	4012
2300	11990
42	6494
2314	10226
57	83
60	5184
138	9898
1445	7748
105	4792
86	1546
172	131
131	2989
3570	16490
430	8048
1031	11768
63	16474
36	9356
2268	16385
770	9367
3509	10242
452	9764
478	2488
138	9570
1011	15237
472	17321
165	210
1048	15073
83	5131
1385	13577
2295	12018
2673	10942
2295	7823
129	10935
120	2523
45	9168
151	7399
2075	4278
11	8482
81	3596
82	15916
1891	14636
43	8822
135	946
1351	8133
2341	13069
90	13177
1367	7377
2098	16394
65	15412
1617	5727
342	72
2975	15843
887	12322
54	15798
157	7727
487	6281
1011	5964
898	17450
1869	3458
557	328
677	5582
507	14381
3820	13097
1327	1645
230	4028
7	8679
840	5492
2534	5706
2093	7390
443	8199
51	7691
106	3889
2413	5660
1302	1553
489	3520
7	3952
695	11370
47	4168
1042	4655
1174	5512
299	7614
494	8784
1110	10993
102	11422
72	4036
704	1569
106	9124
1016	6124
726	5648
12	9717
600	5504
59	1704
2156	11645
1042	13556
1118	7352
602	8791
1438	8120
2556	5685
105	5158
1989	12386
1042	11021
479	4831
82	16549
120	43
428	7527
12	12404
25	8555
121	14898
170	371
37	7644
2359	9250
167	8556
870	7732
4121	15575
1719	3064
2989	12134
1338	8352
108	16486
518	6487
32	1
880	7300
493	14319
980	15507
92	4771
2300	12920
112	13424
2356	10456
55	14698
753	6036
880	5795
155	1077
493	15835
917	14785
3623	16109
911	5685
1940	6494
1340	14427
263	33
58	10261
747	8492
436	6602
85	2064
1001	6612
299	7954
59	14806
112	10711
2361	15350
274	8328
102	13197
458	14081
527	9641
1841	7814
127	2518
1119	12026
3348	9808
1537	5152
1040	12134
2312	10338
555	143
956	14716
207	8522
981	4922
664	13047
87	16476
930	14385
132	12
131	2969
120	20
478	9124
2778	12144
1015	15244
557	2014
1056	10078
798	10426
677	12179
2077	5504
2717	6972
423	4306
506	5539
1493	2250
78	1241
2098	15737
1083	16559
140	14691
1998	8321
3380	8563
1391	8137
453	13827
91	5242
1990	4903
618	5703
28	1412
507	7649
39	12316
207	8711
57	8805
1001	6468
105	2460
683	9165
2607	5521
502	14664
470	15831
928	5424
1352	11186
814	17548
2582	5496
1803	3190
2158	14543
884	8778
1044	11185
463	7922
590	5495
3025	7420
888	10228
2027	12248
2292	7347
999	1592
2857	10089
2688	13140
932	9999
101	7854
1130	6505
41	4382
118	6473
1335	11191
10	8846
110	13719
124	6463
453	14049
2916	8240
68	14779
865	12316
494	988
1225	3048
452	2780
108	15238
444	5606
241	46
2473	11954
290	11762
2368	15733
3003	12414
2772	12915
3548	10525
2420	12340
53	14868
442	13769
109	13022
615	5575
611	6415
433	348
1082	2173
705	237
759	2990
2225	12025
478	14698
6	14755
2278	12964
2027	12237
480	7753
2924	7830
1044	15070
868	5061
113	2796
171	377
10	14850
135	6323
118	1954
453	8325
1333	8251
1513	17191
955	14501
147	10317
477	9088
503	12597
2117	13111
178	10087
1919	12959
123	16424
132	14022
2820	13056
288	12364
2035	10337
1413	14091
498	12314
111	8630
47	7392
2575	5759
56	9715
1639	17237
913	10470
513	3604
97	1249
448	5243
441	3929
424	459
478	16494
479	2384
307	16888
426	3052
55	3928
156	10061
498	6507
12	12413
3055	13141
3122	12050
932	7670
120	3068
1367	8153
89	4749
49	1380
637	6626
217	3269
1008	8307
105	13162
427	5045
162	7768
449	2319
124	6484
2453	15665
432	8777
156	8555
301	16327
4099	15618
123	15093
125	15035
471	251
479	13406
2313	7501
135	2995
1165	14918
3710	15336
59	4735
69	15036
2157	11635
2243	5585
431	4054
112	13186
2145	15256
2294	7749
1045	4839
452	3345
457	4950
468	14324
98	14899
868	3980
483	15764
2516	11201
0	16476
74	12952
2826	11946
2339	5619
2201	14747
1007	1184
842	2753
3362	11425
887	17464
496	14877
600	5644
1993	5697
290	16827
915	14608
3077	12167
2772	12323
7	12335
1024	14846
2214	14507
1243	4039
3361	14714
126	3975
1962	13379
990	1660
2027	13614
79	473
2804	12212
115	11435
2258	5532
2851	6943
87	13979
1861	14792
597	182
851	12129
129	4400
80	1167
70	14062
803	371
504	2987
92	16284
699	6636
2819	13008
171	2561
1522	14996
2599	5464
85	1262
70	2468
518	12716
2981	8272
2004	12631
680	5732
2963	14926
587	5687
199	8827
126	10342
718	5490
1683	3037
868	3586
928	4985
2644	6211
446	14001
163	7708
113	13364
2219	12938
2224	6537
1889	12105
606	5436
1261	2967
1103	12770
28	14561
1157	14751
3169	11919
1043	12882
126	5447
618	5654
113	2739
496	3006
2192	7746
72	8248
43	5141
2379	7901
676	5609
11	10033
2979	10479
1338	14481
4042	15710
436	6464
1480	5521
36	12038
955	15171
79	12342
1015	14610
5	2718
539	5597
14	7357
685	6878
459	13971
1016	11702
602	234
1444	13745
718	5673
1183	2477
2356	14717
493	3488
644	8536
679	12125
1229	8546
2374	5584
226	8298
469	13715
100	2019
180	2635
521	13001
168	10058
1012	14459
2074	8317
97	1319
274	14373
897	7332
1322	9317
2825	7043
0	5444
745	8638
1597	2920
466	460
2857	10073
130	11387
1114	12319
112	7953
610	9749
453	8243
3108	15322
2279	6548
1097	1113
208	1569
125	425
41	709
56	8918
2004	13138
293	2894
482	14798
682	8501
1081	2249
2270	15529
451	4538
67	3315
1242	4085
437	13815
1017	9112
436	1721
929	7769
1841	13001
8	6541
154	7053
7	8111
1863	16551
2178	5923
487	6256
498	2954
892	10294
1158	15233
80	13448
2563	5520
458	3633
2546	5733
2852	12099
476	14927
2974	11432
2721	7927
2688	12024
717	14326
742	12060
467	15833
64	14508
2457	11923
447	1526
63	15837
198	1926
867	10294
442	6634
284	11815
469	14977
1101	3017
1042	11274
66	3868
754	11949
77	14698
81	14950
67	8255
462	10773
1888	7647
718	5476
143	13929
2721	11759
2304	6504
64	11532
502	8786
895	837
1230	7637
634	6566
1339	14335
26	11913
41	6504
100	7845
812	16488
3117	11913
1916	12960
1175	9113
1991	11913
1617	5747
456	3008
452	15690
472	8401
460	14219
131	7514
454	15682
4133	15748
80	14932
898	10337
472	3965
83	3230
783	4985
3913	13002
2398	7363
111	8241
465	14008
518	7399
2074	12396
115	15811
132	8944
445	993
450	14819
2053	15764
2685	11708
207	366
425	3865
1407	2109
490	1587
221	7477
2413	5653
1116	6837
424	13495
771	5046
133	11440
61	2812
2153	14526
815	16560
1167	14945
2322	13118
2323	7370
148	2865
2285	6158
64	11225
106	313
425	13952
2027	3813
2643	14999
2221	11609
460	14535
162	8862
82	17578
914	16508
455	14792
2440	12006
1022	14706
306	16848
1016	15325
3060	7533
81	6695
73	17496
104	8704
648	6970
84	11398
842	8276
868	4155
69	4374
453	7843
578	1947
2097	12431
870	3861
50	2268
493	1982
301	1235
698	5493
1106	11978
472	8776
1047	6114
915	5521
1841	10069
898	6527
559	250
466	16281
1992	8315
79	9680
478	8360
158	1382
1356	3042
1116	9180
798	5571
495	2586
2778	12097
11	9241
1341	15802
137	7767
3416	9293
103	504
471	1789
96	8883
2684	6615
3398	9235
2622	13230
431	12430
1019	15528
2629	6463
54	4377
157	231
728	5674
500	0
1118	12319
2493	5554
2586	5702
471	7140
767	8103
682	9915
695	8724
503	3871
2978	14392
2274	6561
6	7860
60	1585
1375	7753
124	15043
534	5536
66	4670
480	8299
748	7238
468	1220
593	5716
96	15953
1799	3020
2281	5996
2941	12389
110	11369
53	6031
2279	12676
646	10092
55	3937
1037	10080
629	7761
2502	12154
285	13167
148	15051
4041	14742
2035	14994
2182	13032
38	6487
465	5470
9	8240
98	9160
306	8155
1035	15555
854	3916
2285	10054
58	4990
2660	6067
694	5609
1014	15133
501	4981
1342	12138
2224	12926
3176	12339
426	14270
2933	11564
1012	8272
142	5980
2023	9308
2928	7425
14	12332
689	9690
640	8597
467	8300
134	11890
170	6882
977	14682
539	5715
1010	9093
2721	7525
109	13817
2074	13158
1038	1961
789	8786
1990	10795
169	1643
626	5676
496	5126
