2918	8322
305	16699
892	14565
441	9449
1331	8367
2372	6067
71	2488
1116	8294
2225	10133
3111	8676
2993	12004
593	9700
459	13658
88	13660
480	15531
444	15386
121	14914
424	6377
108	415
2453	11242
683	8523
92	16278
120	4726
1230	13112
430	4744
2772	7860
114	11095
1888	12481
919	14981
1339	1904
2150	10392
96	11790
175	4323
2788	12135
81	14972
1373	8076
497	14903
97	5886
898	680
68	15324
1322	7354
520	7673
998	1610
2055	4012
2300	11990
60	5184
138	9898
1445	7748
105	4792
86	1546
172	131
131	2989
1031	11768
36	9356
770	9367
3509	10242
478	2488
138	9570
1011	15237
472	17321
165	210
1048	15073
83	5131
1385	13577
2295	12018
2673	10942
129	10935
120	2523
45	9168
151	7399
11	8482
81	3596
82	15916
1891	14636
43	8822
135	946
1351	8133
90	13177
2098	16394
65	15412
1617	5727
342	72
2975	15843
54	15798
157	7727
487	6281
1011	5964
898	17450
1869	3458
557	328
677	5582
507	14381
3820	13097
1327	1645
7	8679
840	5492
2534	5706
2093	7390
443	8199
51	7691
1302	1553
489	3520
7	3952
695	11370
47	4168
1042	4655
1174	5512
299	7614
1110	10993
72	4036
704	1569
1016	6124
726	5648
12	9717
59	1704
2156	11645
1042	13556
1118	7352
602	8791
2556	5685
105	5158
1989	12386
1042	11021
479	4831
82	16549
428	7527
121	14898
170	371
37	7644
2359	9250
167	8556
4121	15575
518	6487
32	1
880	7300
493	14319
980	15507
92	4771
2300	12920
112	13424
2356	10456
55	14698
753	6036
880	5795
155	1077
493	15835
917	14785
3623	16109
911	5685
1940	6494
1340	14427
58	10261
747	8492
436	6602
1001	6612
112	10711
2361	15350
274	8328
102	13197
458	14081
527	9641
1841	7814
1119	12026
3348	9808
1537	5152
2312	10338
555	143
207	8522
981	4922
664	13047
930	14385
132	12
2778	12144
1015	15244
1056	10078
798	10426
677	12179
2717	6972
1493	2250
78	1241
1083	16559
140	14691
1391	8137
453	13827
91	5242
1990	4903
618	5703
28	1412
507	7649
39	12316
207	8711
1001	6468
683	9165
502	14664
928	5424
814	17548
2582	5496
1803	3190
2158	14543
1044	11185
463	7922
590	5495
888	10228
2027	12248
2292	7347
999	1592
2688	13140
932	9999
1335	11191
10	8846
110	13719
124	6463
453	14049
2916	8240
494	988
1225	3048
452	2780
108	15238
444	5606
290	11762
2368	15733
3548	10525
2420	12340
615	5575
611	6415
433	348
2225	12025
478	14698
6	14755
2278	12964
2027	12237
480	7753
1044	15070
868	5061
113	2796
10	14850
135	6323
118	1954
1333	8251
1513	17191
955	14501
477	9088
503	12597
2117	13111
178	10087
123	16424
132	14022
2820	13056
288	12364
2035	10337
1413	14091
111	8630
47	7392
2575	5759
56	9715
1639	17237
913	10470
513	3604
97	1249
448	5243
441	3929
424	459
478	16494
479	2384
307	16888
426	3052
156	10061
12	12413
3055	13141
3122	12050
932	7670
120	3068
1367	8153
89	4749
49	1380
637	6626
217	3269
1008	8307
105	13162
427	5045
449	2319
124	6484
2453	15665
432	8777
301	16327
4099	15618
471	251
479	13406
135	2995
1165	14918
3710	15336
2157	11635
2243	5585
112	13186
2145	15256
2294	7749
1045	4839
452	3345
457	4950
468	14324
98	14899
483	15764
2516	11201
0	16476
2826	11946
2201	14747
1007	1184
842	2753
887	17464
1993	5697
290	16827
915	14608
3077	12167
2772	12323
7	12335
1024	14846
2214	14507
1243	4039
3361	14714
126	3975
990	1660
2027	13614
2804	12212
2258	5532
2851	6943
87	13979
1861	14792
597	182
851	12129
129	4400
70	14062
803	371
504	2987
92	16284
699	6636
2819	13008
171	2561
1522	14996
2599	5464
85	1262
70	2468
518	12716
2004	12631
680	5732
587	5687
126	10342
718	5490
1683	3037
868	3586
2644	6211
446	14001
163	7708
2224	6537
1889	12105
1261	2967
1103	12770
1157	14751
1043	12882
618	5654
113	2739
496	3006
2192	7746
72	8248
43	5141
2379	7901
676	5609
2979	10479
1338	14481
4042	15710
436	6464
1480	5521
955	15171
79	12342
539	5597
685	6878
459	13971
1016	11702
1444	13745
493	3488
679	12125
1229	8546
2374	5584
226	8298
469	13715
180	2635
521	13001
168	10058
1012	14459
2074	8317
97	1319
274	14373
897	7332
1322	9317
2825	7043
0	5444
1597	2920
466	460
2857	10073
1114	12319
112	7953
453	8243
3108	15322
2279	6548
1097	1113
125	425
41	709
56	8918
2004	13138
482	14798
682	8501
1081	2249
451	4538
67	3315
1242	4085
437	13815
1017	9112
436	1721
929	7769
1841	13001
8	6541
154	7053
1863	16551
487	6256
498	2954
892	10294
1158	15233
80	13448
458	3633
2852	12099
2721	7927
717	14326
742	12060
467	15833
447	1526
63	15837
198	1926
867	10294
442	6634
284	11815
469	14977
1101	3017
1042	11274
66	3868
754	11949
81	14950
462	10773
1888	7647
143	13929
2721	11759
2304	6504
64	11532
502	8786
895	837
1230	7637
634	6566
1339	14335
41	6504
812	16488
1617	5747
452	15690
460	14219
131	7514
472	3965
83	3230
783	4985
3913	13002
2398	7363
465	14008
115	15811
132	8944
445	993
450	14819
2053	15764
2685	11708
207	366
1407	2109
490	1587
1116	6837
424	13495
771	5046
133	11440
61	2812
2153	14526
1167	14945
2322	13118
148	2865
2285	6158
106	313
425	13952
2027	3813
2221	11609
460	14535
162	8862
82	17578
914	16508
455	14792
2440	12006
1022	14706
306	16848
1016	15325
81	6695
73	17496
84	11398
868	4155
69	4374
453	7843
578	1947
2097	12431
870	3861
50	2268
301	1235
1047	6114
898	6527
466	16281
1992	8315
478	8360
158	1382
1356	3042
1116	9180
798	5571
495	2586
2778	12097
11	9241
1341	15802
137	7767
3416	9293
103	504
471	1789
96	8883
3398	9235
2622	13230
431	12430
1019	15528
2629	6463
500	0
2586	5702
471	7140
695	8724
503	3871
2978	14392
2274	6561
60	1585
1375	7753
534	5536
66	4670
748	7238
468	1220
593	5716
96	15953
1799	3020
2281	5996
110	11369
53	6031
2279	12676
646	10092
1037	10080
285	13167
148	15051
2182	13032
465	5470
98	9160
1035	15555
58	4990
694	5609
1014	15133
1342	12138
2224	12926
426	14270
2933	11564
1012	8272
142	5980
2023	9308
2928	7425
689	9690
640	8597
467	8300
134	11890
170	6882
977	14682
539	5715
1010	9093
109	13817
2074	13158
1038	1961
789	8786
1990	10795
496	5126
526	9733
2601	6473
3231	8048
84	16501
999	1659
161	8524
1056	13067
74	4446
2483	5643
824	1205
2321	12680
2682	10217
876	14709
39	7704
2695	12989
446	5133
3903	13053
82	16433
898	15456
1998	8274
41	9190
87	11392
491	8910
625	288
67	3492
2213	5664
1324	2977
1760	3126
1917	11275
68	14922
222	1147
58	14999
142	16876
2150	14508
1275	1459
642	9899
2857	12700
1896	12413
2005	11971
0	4161
489	3856
875	591
115	8013
1034	5705
434	1004
133	14873
121	4668
0	8487
2822	7708
427	8881
2326	7758
480	13928
465	15812
2304	11976
45	12992
1101	5518
73	8979
900	7894
468	8032
131	9428
440	6071
73	382
76	8251
2959	14505
428	11808
520	5629
54	7785
111	10277
71	13695
426	3959
125	17498
640	1702
488	6212
307	2850
673	12083
671	11982
2496	9249
2431	12021
1110	9732
129	10253
85	5163
1871	15199
1172	5957
463	14062
426	3848
456	5302
2211	5755
670	12160
1186	2467
124	14997
97	1245
1915	5492
2146	8516
274	6832
2201	7501
2497	5477
2772	6308
2723	11711
504	15654
473	4734
217	12373
672	12938
176	10042
2773	12133
2719	12052
135	12507
431	14946
116	13212
82	2742
472	14486
930	16258
478	14388
148	16687
50	15890
1017	3582
1018	10966
1073	1103
113	4382
1018	14819
482	8305
675	12178
2869	6804
1175	13412
433	8197
128	5590
138	3980
769	9416
6	13382
109	4577
1915	7383
104	2571
7	7862
462	2814
65	15209
100	7620
423	11355
0	14710
893	15447
47	8107
2978	10514
925	15939
679	12134
498	11409
444	15240
2026	16179
151	8263
453	17486
2421	11807
107	1588
14	1131
129	141
443	5271
1888	10028
455	8651
113	528
3058	12701
2091	11961
75	15731
93	16558
745	6242
159	5398
3127	7907
457	8702
2027	11920
132	1068
476	13810
660	9913
90	7997
63	6477
107	9170
3359	15860
2283	6479
2823	13063
1175	5485
50	2068
151	7352
1894	15032
1221	8363
451	16272
296	11837
9	6519
506	5542
430	16274
492	13443
14	12602
3738	13227
76	6468
1341	1863
2431	12105
93	3057
74	15722
1430	13898
472	4528
1597	2863
2275	6955
110	3350
1578	2894
1914	9589
2872	12651
1887	12720
98	9465
682	10020
8	9694
284	16347
804	2141
302	1249
502	5087
2812	13268
72	15406
3960	14635
742	3869
