8322	2918
16699	305
5240	81
5173	122
9449	441
8367	1331
12078	518
6067	2372
8676	3111
12004	2993
13660	88
1949	568
15386	444
10269	131
2052	1437
7860	2772
11095	114
12989	1994
1904	1339
11790	96
12135	2788
8076	1373
14903	497
15324	68
7354	1322
7673	520
1610	998
11990	2300
5184	60
9898	138
131	172
2989	131
16490	3570
11768	1031
16474	63
16385	2268
9367	770
10242	3509
2488	478
9570	138
17321	472
5131	83
13577	1385
10942	2673
7823	2295
2523	120
9168	45
7399	151
4278	2075
8482	11
3596	81
14636	1891
8133	1351
13069	2341
16394	2098
5727	1617
12322	887
6281	487
5964	1011
3458	1869
5582	677
13097	3820
1645	1327
8679	7
5492	840
7390	2093
3889	106
1553	1302
4655	1042
8784	494
4036	72
1569	704
9124	106
9717	12
1704	59
11645	2156
7352	1118
5685	2556
12386	1989
43	120
12404	12
8555	25
7644	37
9250	2359
8556	167
7732	870
15575	4121
3064	1719
16486	108
14319	493
15507	980
4771	92
10456	2356
14698	55
1077	155
15835	493
14785	917
6494	1940
14427	1340
33	263
6602	436
6612	1001
14081	458
2518	127
12026	1119
9808	3348
10338	2312
4922	981
16476	87
12	132
9124	478
10078	1056
12179	677
5504	2077
2250	1493
1241	78
14691	140
8321	1998
8563	3380
13827	453
5242	91
7649	507
9165	683
5521	2607
17548	814
5496	2582
14543	2158
7420	3025
10228	888
7347	2292
13140	2688
6505	1130
4382	41
11191	1335
13719	110
14049	453
8240	2916
14779	68
3048	1225
15238	108
5606	444
46	241
11762	290
15733	2368
12414	3003
12340	2420
13769	442
2173	1082
12025	2225
14755	6
7753	480
7830	2924
15070	1044
2796	113
377	171
14850	10
6323	135
8325	453
17191	1513
12597	503
10087	178
12959	1919
13056	2820
10337	2035
14091	1413
12314	498
8630	111
5759	2575
10470	913
16494	478
3052	426
3928	55
13141	3055
12050	3122
7670	932
8153	1367
4749	89
8307	1008
13162	105
5045	427
15665	2453
8777	432
16327	301
15618	4099
13406	479
2995	135
14918	1165
15336	3710
