81	5240
122	5173
441	9449
1116	8294
2225	10133
2993	12004
593	9700
445	3106
480	15531
444	15386
424	6377
108	415
2453	11242
683	8523
2475	13001
120	4726
131	10269
1437	2052
430	4744
613	6610
2772	7860
114	11095
1888	12481
1339	1904
2150	10392
175	4323
81	14972
1373	8076
97	5886
898	680
68	15324
42	6494
57	83
105	4792
1031	11768
770	9367
138	9570
1011	15237
1048	15073
1385	13577
2295	12018
2673	10942
45	9168
151	7399
81	3596
1891	14636
43	8822
135	946
1351	8133
2341	13069
65	15412
1617	5727
342	72
2975	15843
54	15798
1011	5964
898	17450
1869	3458
507	14381
3820	13097
1327	1645
230	4028
7	8679
2093	7390
106	3889
2413	5660
489	3520
695	11370
47	4168
1110	10993
102	11422
72	4036
59	1704
2156	11645
1042	13556
602	8791
1438	8120
1989	12386
82	16549
120	43
428	7527
12	12404
25	8555
170	371
37	7644
167	8556
870	7732
4121	15575
1719	3064
32	1
493	14319
112	13424
2356	10456
55	14698
880	5795
493	15835
1340	14427
58	10261
1001	6612
299	7954
59	14806
112	10711
2361	15350
102	13197
458	14081
527	9641
3348	9808
1537	5152
2312	10338
555	143
207	8522
981	4922
664	13047
87	16476
930	14385
132	12
131	2969
478	9124
1015	15244
557	2014
1056	10078
2717	6972
1493	2250
78	1241
1083	16559
140	14691
1998	8321
453	13827
91	5242
1990	4903
207	8711
2607	5521
1352	11186
2582	5496
1803	3190
2158	14543
884	8778
590	5495
3025	7420
2027	12248
999	1592
2857	10089
118	6473
10	8846
124	6463
865	12316
241	46
2368	15733
2772	12915
2420	12340
53	14868
109	13022
615	5575
611	6415
2225	12025
478	14698
2027	12237
480	7753
2924	7830
1044	15070
868	5061
10	14850
135	6323
453	8325
1333	8251
955	14501
178	10087
123	16424
132	14022
1413	14091
498	12314
111	8630
2575	5759
1639	17237
913	10470
97	1249
441	3929
479	2384
426	3052
156	10061
3055	13141
120	3068
1367	8153
89	4749
49	1380
637	6626
217	3269
1008	8307
105	13162
124	6484
2453	15665
432	8777
301	16327
123	15093
471	251
2313	7501
135	2995
1165	14918
3710	15336
2145	15256
1045	4839
452	3345
468	14324
868	3980
483	15764
2516	11201
74	12952
2201	14747
1007	1184
842	2753
3362	11425
887	17464
496	14877
290	16827
915	14608
2772	12323
